index,var,beta_clock3,CHR,bp_hg38,Gene,Gene.hg19,ENTREZID,conservationInMouse,GeneRegionID,annotation,CHR_mm10,bp_mm10,Gene_mm10
326,cg25172570,-0.364442136928313,11,3760548,NUP98,NUP98,4928,conserved gene and region in mouse and human,NUP98_Exon,"Exon (ENST00000359171.8/4928, exon 10 of 33)",7,102180437.0,Nup98
7,cg27593991,-0.369411123901492,18,55587081,TCF4,TCF4,6925,conserved gene but different region in human and mouse,TCF4_fiveUTR,5' UTR,18,69347333.0,Tcf4
444,cg18433728,-0.374013640632046,2,174846961,CHN1,CHN1,1123,conserved gene and region in mouse and human,CHN1_Exon,Promoter (<=1kb),2,73659761.0,Chn1
249,cg26234822,-0.383495252312466,5,146251755,RBM27,RBM27,54439,conserved gene and region in mouse and human,RBM27_Exon,"Exon (ENST00000265271.7/54439, exon 9 of 21)",18,42314015.0,Rbm27
362,cg16701192,-0.38400058320578,7,28409311,CREB5,CREB5,9586,conserved gene but different region in human and mouse,CREB5_Intron,"Intron (ENST00000396299.6/9586, intron 1 of 9)",6,53287261.0,Creb5
698,cg10945667,-0.400708539360032,13,91347608,MIR17HG,MIR17HG,407975,mapped to different gene in human and mouse,MIR17HG_Promoter,Promoter (<=1kb),14,115040890.0,Gpc5
351,cg20896439,-0.40147628303784,14,69260375,GALNT16,GALNT16,57452,conserved gene and region in mouse and human,GALNT16_Exon,Promoter (<=1kb),12,80519253.0,Galnt16
269,cg09108310,-0.418034900013901,7,131107319,LINC-PINT,LINC-PINT,378805,mapped to different gene in human and mouse,LINC-PINT_Promoter,Promoter (<=1kb),6,31217659.0,Gm13835
533,cg23207462,-0.428984257345317,2,66435465,MEIS1,MEIS1,4211,conserved gene and region in mouse and human,MEIS1_fiveUTR,5' UTR,11,19018633.0,Meis1
235,cg26102159,-0.429682733391906,10,73839584,CAMK2G,CAMK2G,818,conserved gene and region in mouse and human,CAMK2G_Exon,"Exon (ENST00000322635.7/818, exon 13 of 21)",14,20757711.0,Camk2g
176,cg12338698,-0.429965158070538,1,33334138,PHC2,PHC2,1912,conserved gene and region in mouse and human,PHC2_Exon,"Exon (ENST00000431992.5/1912, exon 8 of 13)",4,128743507.0,Phc2
282,cg03521797,-0.439122588581733,1,33368611,PHC2,PHC2,1912,"mapped in human, not mapped in mouse",PHC2_Exon,"Exon (ENST00000257118.5/1912, exon 5 of 14)",,,
756,cg06391468,-0.444432263023014,17,72121389,SOX9-AS1,SOX9,400618,mapped to different gene in human and mouse,SOX9-AS1_fiveUTR,5' UTR,11,112782582.0,Sox9
443,cg18419637,-0.451312861678075,2,66512232,MEIS1,MEIS1,4211,conserved gene and region in mouse and human,MEIS1_Exon,"Exon (ENST00000272369.14/4211, exon 8 of 13)",11,18941720.0,Meis1
560,cg06571003,-0.459966935040994,10,100655668,PAX2,PAX2,5076,conserved gene and region in mouse and human,PAX2_Intergenic_upstream,Distal Intergenic,19,44671278.0,Pax2
64,cg20212950,-0.469851341162883,6,163566741,QKI,QKI,9444,conserved gene and region in mouse and human,QKI_threeUTR,3' UTR,17,10213412.0,Qk
631,cg25139325,-0.469892649061627,1,167222453,POU2F1,POU2F1,5451,conserved gene and region in mouse and human,POU2F1_Intron,"Intron (ENST00000559038.5/5451, intron 1 of 4)",1,166001158.0,Pou2f1
104,cg15809488,-0.471813578285079,3,25428622,RARB,RARB,5915,"mapped in human, not mapped in mouse",RARB_fiveUTR,5' UTR,,,
101,cg21390586,-0.472118370126897,14,85621699,FLRT2,FLRT2,23768,"mapped in human, not mapped in mouse",FLRT2_Exon,"Exon (ENST00000330753.6/23768, exon 2 of 2)",12,95779074.0,Flrt2
36,cg09474015,-0.480858000998605,7,27165104,HOXA10-HOXA9,HOXA10-HOXA9,100534589,"mapped in human, not mapped in mouse",HOXA10-HOXA9_Exon,"Exon (ENST00000343483.7/3205, exon 1 of 2)",6,52225754.0,Hoxa9
579,cg06679868,-0.485470728373709,4,157363026,GRIA2,GRIA2,2891,"mapped in human, not mapped in mouse",GRIA2_Exon,"Exon (ENST00000507898.5/2891, exon 15 of 16)",3,80689123.0,Gria2
11,cg02692845,-0.490593662216954,3,181712998,SOX2-OT,SOX2-OT,347689,mapped to different gene in human and mouse,SOX2-OT_Exon,"Exon (ENST00000325404.3/6657, exon 1 of 1)",3,34651059.0,Sox2
563,cg18024395,-0.496418442410253,19,49102146,SNRNP70,SNRNP70,6625,conserved gene and region in mouse and human,SNRNP70_threeUTR,3' UTR,7,45383151.0,Snrnp70
280,cg02800363,-0.508071749844592,1,27561568,AHDC1,AHDC1,27245,"mapped in human, not mapped in mouse",AHDC1_Intron,"Intron (ENST00000247087.10/27245, intron 1 of 5)",4,133052252.0,Ahdc1
304,cg19584582,-0.517290375598018,2,176075743,EVX2,EVX2,344191,conserved gene and region in mouse and human,EVX2_Intergenic_downstream,Distal Intergenic,2,74651275.0,Evx2
723,cg06461219,-0.544014932839684,19,13022927,NFIX,NFIX,4784,"mapped in human, not mapped in mouse",NFIX_Intron,"Intron (ENST00000397661.6/4784, intron 1 of 9)",8,84774616.0,Nfix
714,cg03626038,-0.54539861467417,16,9116780,C16orf72,C16orf72,29035,conserved gene and region in mouse and human,C16orf72_Exon,"Exon (ENST00000327827.12/29035, exon 4 of 4)",16,8855906.0,1810013L24Rik
54,cg22338839,-0.546324870980167,13,107866521,FAM155A,FAM155A,728215,conserved gene and region in mouse and human,FAM155A_Exon,Promoter (<=1kb),8,9770943.0,Fam155a
200,cg16376499,-0.561652136545966,5,88666011,LINC00461,LINC00461,645323,mapped to different gene in human and mouse,LINC00461_Exon,"Exon (ENST00000500197.6/645323, exon 4 of 4)",13,83739717.0,Gm6411
508,cg11803466,-0.591410288150318,18,48948569,SMAD7,SMAD7,4092,conserved gene and region in mouse and human,SMAD7_Intron,"Intron (ENST00000262158.7/4092, intron 1 of 3)",18,75370761.0,Smad7
516,cg14237002,-0.622681037649761,12,69258067,CPSF6,CPSF6,11052,conserved gene but different region in human and mouse,CPSF6_threeUTR,3' UTR,10,117361851.0,Cpsf6
609,cg02376954,-0.62565846176578,19,1425897,DAZAP1,DAZAP1,26528,conserved gene and region in mouse and human,DAZAP1_Exon,"Exon (ENST00000336761.10/26528, exon 7 of 13)",10,80280948.0,Dazap1
440,cg10677704,-0.627960420957075,22,29290395,EWSR1,EWSR1,2130,conserved gene but different region in human and mouse,EWSR1_Exon,"Exon (ENST00000483415.5/2130, exon 8 of 8)",11,5080705.0,Ewsr1
356,cg22146484,-0.639734589547945,8,56211303,PLAG1,PLAG1,5324,"mapped in human, not mapped in mouse",PLAG1_Exon,Promoter (<=1kb),4,3938396.0,Plag1
634,cg25687751,-0.643612656306528,1,35181211,SFPQ,SFPQ,6421,conserved gene but different region in human and mouse,SFPQ_Exon,"Exon (ENST00000490668.5/6421, exon 1 of 4)",4,127032728.0,Sfpq
194,cg11407867,-0.685978061200444,17,28191075,NLK,NLK,51701,conserved gene and region in mouse and human,NLK_Exon,"Exon (ENST00000407008.8/51701, exon 9 of 11)",11,78572376.0,Nlk
22,cg26603143,-0.725554139698768,6,21597740,SOX4,SOX4,6659,conserved gene and region in mouse and human,SOX4_threeUTR,3' UTR,13,28949874.0,Sox4
354,cg00399596,-0.73560607149269,7,25951186,MIR148A,MIR148A,406940,mapped to different gene in human and mouse,MIR148A_Promoter,Promoter (1-2kb),6,51270942.0,Nfe2l3
317,cg22354333,-0.749796974222811,1,50977563,CDKN2C,CDKN2C,1031,"mapped in human, not mapped in mouse",CDKN2C_Intergenic_downstream,Distal Intergenic,4,109657858.0,Cdkn2c
649,cg14919591,-0.885338832501984,19,33796112,KCTD15,KCTD15,79047,conserved gene and region in mouse and human,KCTD15_Promoter,Promoter (<=1kb),7,34655153.0,Kctd15
340,cg00694357,-0.93733951966473,1,155004171,ZBTB7B,ZBTB7B,51043,conserved gene but different region in human and mouse,ZBTB7B_Intron,"Intron (ENST00000417934.6/51043, intron 1 of 4)",3,89391821.0,Zbtb7b
758,cg07493901,-1.05770269319261,17,62065181,MED13,MED13,9969,conserved gene and region in mouse and human,MED13_Exon,Promoter (<=1kb),11,86357501.0,Med13
588,cg26616379,-1.07454495525011,9,95506573,PTCH1,PTCH1,5727,conserved gene and region in mouse and human,PTCH1_fiveUTR,5' UTR,13,63563789.0,Ptch1
401,cg01566077,-1.11356819161771,14,21500663,METTL3,METTL3,56339,conserved gene and region in mouse and human,METTL3_threeUTR,3' UTR,14,52297639.0,Mettl3
163,cg18963985,-1.12112842480444,18,75210780,TSHZ1,TSHZ1,10194,conserved gene but different region in human and mouse,TSHZ1_fiveUTR,Promoter (<=1kb),18,84086481.0,Tshz1
43,cg20804050,-1.32136991491877,2,118847865,EN1,EN1,2019,conserved gene and region in mouse and human,EN1_Promoter,Promoter (<=1kb),1,120602314.0,En1
411,cg10792727,-1.38687410753356,6,12013234,HIVEP1,HIVEP1,3096,conserved gene but different region in human and mouse,HIVEP1_Intron,"Intron (ENST00000491710.5/3096, intron 1 of 3)",13,42052894.0,Hivep1
257,cg13242392,-1.92270333261527,5,36876728,NIPBL-DT,NIPBL,646719,mapped to different gene in human and mouse,NIPBL-DT_Promoter,Promoter (<=1kb),15,8444671.0,Nipbl
89,cg05191959,-3.76443632320442,19,42177335,POU2F2,DEDD2,5452,conserved gene but different region in human and mouse,POU2F2_Intron,"Intron (ENST00000532176.2/5452, intron 1 of 5)",7,25179896.0,Pou2f2
